,INCIDENT_ID,INCIDENT_NUMBER,INCIDENT_NAME,INCTYP_ABBREVIATION,FINAL_ACRES,CAUSE,COMPLEX,DISCOVERY_DATE,DISCOVERY_DOY,EXPECTED_CONTAINMENT_DATE,FATALITIES,FUEL_MODEL,INCIDENT_DESCRIPTION,INC_IDENTIFIER,INJURIES_TOTAL,LL_CONFIDENCE,LL_UPDATE,LOCAL_TIMEZONE,POO_CITY,POO_COUNTY,POO_LATITUDE,POO_LONGITUDE,POO_SHORT_LOCATION_DESC,POO_STATE,PROJECTED_FINAL_IM_COST,START_YEAR,SUPPRESSION_METHOD,STR_DAMAGED_TOTAL,STR_DAMAGED_COMM_TOTAL,STR_DAMAGED_RES_TOTAL,STR_DESTROYED_TOTAL,STR_DESTROYED_COMM_TOTAL,STR_DESTROYED_RES_TOTAL,FATALITIES_RESPONDER,FATALITIES_PUBLIC,FINAL_REPORT_DATE,INCIDENT_ID_OLD,INC_MGMT_NUM_SITREPS,EVACUATION_REPORTED,PEAK_EVACUATIONS,STR_THREATENED_MAX,STR_THREATENED_COMM_MAX,STR_THREATENED_RES_MAX,TOTAL_AERIAL_SUM,TOTAL_PERSONNEL_SUM,WF_PEAK_AERIAL,WF_PEAK_AERIAL_DATE,WF_PEAK_AERIAL_DOY,WF_PEAK_PERSONNEL,WF_PEAK_PERSONNEL_DATE,WF_PEAK_PERSONNEL_DOY,WF_CESSATION_DATE,WF_CESSATION_DOY,WF_MAX_FSR,WF_MAX_GROWTH_DATE,WF_MAX_GROWTH_DOY,WF_GROWTH_DURATION,SUP_SERIES,SUP_METHOD_INITIAL,SUP_METHOD_FINAL,SUP_PERCENT_FS,FODJ_INCIDENT_ID,FOD_ID_LIST,FOD_FIRE_NUM,MTBS_FIRE_LIST,FOD_DISCOVERY_DOY,FOD_CONTAIN_DOY,FOD_CAUSE,FOD_FINAL_ACRES,FOD_FIRE_LIST,FOD_COORD_LIST,FOD_COMPLEX_NAME,FOD_CAUSE_NUM,FOD_COORD_NUM,MTBS_FIRE_NUM,LRGST_FOD_ID,LRGST_FOD_LATITUDE,LRGST_FOD_LONGITUDE,LRGST_MTBS_FIRE_INFO,LRGST_FOD_COORDS,FIRED_ID,FIRED_ACRES,FIRED_SIMPLE_FSR,FIRED_MAX_GROWTH,FIRED_IG_LON,FIRED_IG_LAT
23471,2014_298055_MIAMI CANAL,2014-18-0060,Miami Canal,WF,350,H,FALSE,3/9/14 17:00,68,,0,Southern Rough,,298055,0,,,,,,26.0038889,-80.5002778,West of  US 27 & Johnson,FL,,2014,,0,0,0,0,0,0,,,3/10/14 22:00,2014_2014-18-0060_MIAMI CANAL,2,,,,,,,4,,3/10/14 20:00,69,2,3/10/14 20:00,69,3/10/14 20:00,69,350,3/10/14 20:00,69,1,"[nan, nan]",,,0,2014_298055_MIAMI CANAL,[300112925],1,,68,69,['Arson/incendiarism'],350,"[{'ID': 300112925, 'COORDS': (26.0039, -80.5004), 'CAUSE': 'Arson/incendiarism', 'SIZE': 350.0, 'DISC': 68, 'CONT': 69.0}]","[(26.0039, -80.5004)]",,1,1,0,300112925,26.0039,-80.5004,,"(26.0039, -80.5004)",107958,318.2593888,53.04323146,159.1296944,-80.57640703,26.46041666
23473,2014_298492_TOMS CAMP BRANCH,020020,Toms Camp Branch,WF,2857,H,FALSE,3/8/14 15:30,67,,0,Tall Grass (2.5 feet),,298492,0,,,,Brooklyn,,31.125,-89.0816667,"5 Miles NE of Brookly, MS on the Camp Shelby Joint Military Training Facility",MS,27000,2014,C,0,0,0,0,0,0,,,3/12/14 16:00,2014_020020_TOMS CAMP BRANCH,2,,,10,,,,2,,3/11/14 16:00,70,1,3/11/14 16:00,70,3/11/14 16:00,70,952.3333333333334,3/11/14 16:00,70,3,"['C', 'C']",C,C,0,2014_298492_TOMS CAMP BRANCH,[300150033],1,['MS3113008908020140313-TOMS CAMP BRANCH'],67,,['Missing data/not specified/undetermined'],2857,"[{'ID': 300150033, 'MTBS_ID': 'MS3113008908020140313(TOMS CAMP BRANCH)', 'COORDS': (31.125, -89.0816667), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 2857.0, 'DISC': 67, 'CONT': 'unknown'}]","[(31.125, -89.0816667)]",,1,1,1,300150033,31.125,-89.0816667,MS3113008908020140313(TOMS CAMP BRANCH),"(31.125, -89.0816667)",107972,1591.296944,63.65187776,689.562009,-89.10742018,31.14375
23485,2014_303015_VULCAN FIRE,4203101041-005,Vulcan Fire,WF,400,U,FALSE,3/13/14 14:00,72,,0,Hardwood Litter,,303015,0,,,,Trenton,,34.8847222,-85.4322222,West Brow Community Look Out Mountain,GA,,2014,FS,0,0,0,0,0,0,,,3/16/14 17:00,2014_4203101041-005_VULCAN FIRE,4,,,23,,23,,26,,3/14/14 11:00,73,13,3/14/14 11:00,73,3/15/14 19:00,74,300,3/14/14 11:00,73,2,"['FS', 'FS', 'FS', 'FS']",FS,FS,100,2014_303015_VULCAN FIRE,[300113255],1,,72,75,['Arson/incendiarism'],408,"[{'ID': 300113255, 'COORDS': (34.88556944, -85.43356389), 'CAUSE': 'Arson/incendiarism', 'SIZE': 408.0, 'DISC': 72, 'CONT': 75.0}]","[(34.88556944, -85.43356389)]",,1,1,0,300113255,34.88556944,-85.43356389,,"(34.88556944, -85.43356389)",107986,265.2161573,37.88802247,106.0864629,-85.41870891,34.63541666
23562,2014_319477_MARY ALICE CAMP FIRE,14-3025,Mary Alice Camp Fire,WF,300,H,FALSE,3/22/14 14:00,81,,0,Hardwood Litter,"1.4 miles SE Mary Alice, Ky",319477,0,,,,Mary Alice,,36.781111100000004,-83.3269444,"1.4 miles SE Mary Alice, Ky",KY,5260,2014,,0,0,0,0,0,0,,,3/25/14 13:00,2014_14-3025_MARY ALICE CAMP FIRE,1,,,21,,13,,11,,3/25/14 13:00,84,11,3/25/14 13:00,84,3/25/14 13:00,84,100,3/25/14 13:00,84,3,[nan],,,0,2014_319477_MARY ALICE CAMP FIRE,[300095612],1,,81,84,['Debris and open burning'],300,"[{'ID': 300095612, 'COORDS': (36.778999, -83.332977), 'CAUSE': 'Debris and open burning', 'SIZE': 300.0, 'DISC': 81, 'CONT': 84.0}]","[(36.778999, -83.332977)]",,1,1,0,300095612,36.778999,-83.332977,,"(36.778999, -83.332977)",,,,,,
23569,2014_320799_HURRICANE CREEK,2014032501,Hurricane Creek,WF,500,H,FALSE,3/25/14 12:09,84,,0,Southern Rough,,320799,0,,,,Hurricane Creek,,34.3275,-88.1516667,"20 miles NW of Hamilton, AL",AL,10000,2014,,0,0,0,0,0,0,,,3/25/14 23:45,2014_2014032501_HURRICANE CREEK,1,,,,,,,,,3/25/14 23:45,84,,3/25/14 23:45,84,3/25/14 23:45,84,500,3/25/14 23:45,84,0,[nan],,,0,2014_320799_HURRICANE CREEK,[300113623],1,['AL3432608815220140325-HURRICANE CREEK'],84,84,['Arson/incendiarism'],608,"[{'ID': 300113623, 'MTBS_ID': 'AL3432608815220140325(HURRICANE CREEK)', 'COORDS': (34.327564, -88.15178900000001), 'CAUSE': 'Arson/incendiarism', 'SIZE': 608.0, 'DISC': 84, 'CONT': 84.0}]","[(34.327564, -88.15178900000001)]",,1,1,1,300113623,34.327564,-88.151789,AL3432608815220140325(HURRICANE CREEK),"(34.327564, -88.15178900000001)",,,,,,
23593,2014_324857_OAK CANYON,000239,Oak Canyon,WF,1500,H,FALSE,4/30/14 9:45,120,,0,Short Grass (1 foot),,324857,0,,,,,,38.285,-96.6541667,"Sagebrush and Dry Creek Roads, SW of Olsburg, KS",KS,27300,2014,FS,1,0,0,1,0,0,,,5/1/14 16:00,2014_000239_OAK CANYON,1,,,,,,,15,,5/1/14 16:00,121,15,5/1/14 16:00,121,5/1/14 16:00,121,1500,5/1/14 16:00,121,1,['FS'],FS,FS,100,2014_324857_OAK CANYON,[300150423],1,,120,,['Missing data/not specified/undetermined'],1500,"[{'ID': 300150423, 'COORDS': (38.285, -96.6541667), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 1500.0, 'DISC': 120, 'CONT': 'unknown'}]","[(38.285, -96.6541667)]",,1,1,0,300150423,38.285,-96.6541667,,"(38.285, -96.6541667)",108991,371.3026203,123.76754009999999,212.1729259,-96.86654779,38.33958333
23594,2014_325547_CAMARGO,400004,Camargo,WF,6530,H,FALSE,3/31/14 14:00,90,,0,Timber (Grass and Understory),,325547,0,,,,,,35.9805556,-99.175,"6 miles east of Carmargo, OK",OK,10000,2014,FS,0,0,0,0,0,0,,,5/1/14 19:00,2014_400004_CAMARGO,3,,,85,30,20,1,107,1,5/1/14 19:00,121,86,5/1/14 19:00,121,4/2/14 19:00,92,3265,4/2/14 19:00,92,2,"['FS', 'FS', 'FS']",FS,FS,100,2014_325547_CAMARGO,[300150424],1,['OK3598009917020140403-CAMARGO'],90,,['Missing data/not specified/undetermined'],6530,"[{'ID': 300150424, 'MTBS_ID': 'OK3598009917020140403(CAMARGO)', 'COORDS': (35.9805556, -99.175), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 6530.0, 'DISC': 90, 'CONT': 'unknown'}]","[(35.9805556, -99.175)]",,1,1,1,300150424,35.9805556,-99.175,OK3598009917020140403(CAMARGO),"(35.9805556, -99.175)",108759,6842.576859000001,760.2863177,3341.723582,-99.16342045,35.99375
23681,2014_344351_PUNCHEON CAMP,14-3040,Puncheon Camp,WF,0,H,FALSE,4/13/14 9:30,103,,0,Hardwood Litter,Puncheon Camp Wildfire,344351,0,,,,Kite,,37.221388899999994,-82.8019444,Rt. 7 south of Kite near Letcher county line.,KY,908,2014,FS,0,0,0,0,0,0,,,4/13/14 21:30,2014_14-3040_PUNCHEON CAMP,1,,,,,,,13,,4/13/14 21:30,103,13,4/13/14 21:30,103,,,0,4/13/14 21:30,103,,['FS'],FS,FS,100,2014_344351_PUNCHEON CAMP,[300105397],1,,103,,['Debris and open burning'],200,"[{'ID': 300105397, 'COORDS': (37.26889, -82.798302), 'CAUSE': 'Debris and open burning', 'SIZE': 200.0, 'DISC': 103, 'CONT': 'unknown'}]","[(37.26889, -82.798302)]",,1,1,0,300105397,37.26889,-82.798302,,"(37.26889, -82.798302)",,,,,,
23741,2014_366313_CAMP BARKLEY,014005,Camp Barkley,WF,1000,U,FALSE,4/27/14 15:00,117,,0,Brush (2 feet),,366313,0,,,,Buffalo Gap,,32.3188889,-99.8530556,"One half mile NW of Buffalo Gap, TX.",TX,,2014,FS,0,0,0,0,0,0,0,0,5/8/14 17:30,2014_014005_CAMP BARKLEY,7,TRUE,300,100,,100,4,70,3,4/29/14 17:00,119,27,4/30/14 17:00,120,4/28/14 17:00,118,1000,4/28/14 17:00,118,1,"['FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,2014_366313_CAMP BARKLEY,[300074045],1,,117,122,['Natural'],1000,"[{'ID': 300074045, 'COORDS': (32.319, -99.853), 'CAUSE': 'Natural', 'SIZE': 1000.0, 'DISC': 117, 'CONT': 122.0}]","[(32.319, -99.853)]",,1,1,0,300074045,32.319,-99.853,,"(32.319, -99.853)",109562,1219.994324,406.66477460000004,1166.951092,-99.85446363,32.31458333
23744,2014_366599_CAMP 21,201418105,Camp 21,WF,5500,H,FALSE,4/27/14 16:30,117,,0,Short Grass (1 foot),,366599,0,,,,,,26.318055600000005,-80.7175,L-5 Levy 5 miles West of crossover,FL,,2014,,0,0,0,0,0,0,,,5/2/14 16:00,2014_201418105_CAMP 21,5,,,,,,,5,,4/27/14 20:30,117,1,4/27/14 20:30,117,5/2/14 16:00,122,3200,4/28/14 18:30,118,5,"[nan, nan, nan, nan, nan]",,,0,2014_366599_CAMP 21,[300080856],1,,117,122,['Equipment and vehicle use'],11000,"[{'ID': 300080856, 'COORDS': (26.3179, -80.7176), 'CAUSE': 'Equipment and vehicle use', 'SIZE': 11000.0, 'DISC': 117, 'CONT': 122.0}]","[(26.3179, -80.7176)]",,1,1,0,300080856,26.3179,-80.7176,,"(26.3179, -80.7176)",109458,7479.095637,534.2211169,4190.415286,-80.66184965,26.28958333
23772,2014_377445_CARIBOU LAKE,403045,Caribou Lake,WF,12,H,FALSE,5/3/14 15:05,123,,0,Tall Grass (2.5 feet),,377445,0,,,,Homer,,59.8775,-151.1394444,2.5 miles from Caribou Lake,AK,145975,2014,FS,0,0,0,0,0,0,,,5/4/14 21:00,2014_403045_CARIBOU LAKE,2,,,,,,,24,,5/4/14 20:00,124,24,5/4/14 20:00,124,5/4/14 20:00,124,12,5/4/14 20:00,124,1,"['FS', 'FS']",FS,FS,100,2014_377445_CARIBOU LAKE,[300030105],1,,122,123,['Debris and open burning'],9,"[{'ID': 300030105, 'COORDS': (59.877667, -151.139717), 'CAUSE': 'Debris and open burning', 'SIZE': 9.0, 'DISC': 122, 'CONT': 123.0}]","[(59.877667, -151.139717)]",,1,1,0,300030105,59.877667,-151.139717,,"(59.877667, -151.139717)",,,,,,
23773,2014_377731_CAMERON,140122,Cameron,WF,307,H,FALSE,5/3/14 14:00,123,,0,Hardwood Litter,,377731,0,,,,Alpine,,33.7911111,-109.0594444,3 miles southeast of Alpine,AZ,75000,2014,FS,1,0,0,1,0,0,,,5/5/14 20:00,2014_140122_CAMERON,2,,,3,,2,4,174.5,2,5/4/14 0:00,124,102.5,5/5/14 20:00,125,5/4/14 0:00,124,307,5/4/14 0:00,124,1,"['FS', 'FS']",FS,FS,100,2014_377731_CAMERON,[300002408],1,,123,128,['Missing data/not specified/undetermined'],306.5,"[{'ID': 300002408, 'COORDS': (33.79138889, -109.05944440000002), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 306.5, 'DISC': 123, 'CONT': 128.0}]","[(33.79138889, -109.05944440000002)]",,1,1,0,300002408,33.79138889,-109.0594444,,"(33.79138889, -109.05944440000002)",,,,,,
23777,2014_378584_WILD CAT CREEK,140051,Wild Cat Creek,WF,0,H,FALSE,5/4/14 11:45,124,,0,Hardwood Litter,,378584,0,,,,Cornelia,,34.860555600000005,-83.6422222,"In Habersham County, near  the Tray Mountain Wilderness",GA,5000,2014,,0,0,0,0,0,0,,,5/13/14 16:00,2014_140051_WILD CAT CREEK,5,,,,,,6,6,3,5/6/14 16:00,126,3,5/6/14 16:00,126,,,0,5/4/14 21:00,124,,"[nan, nan, nan, nan, nan]",,,0,2014_378584_WILD CAT CREEK,[300001258],1,,124,125,['Arson/incendiarism'],160,"[{'ID': 300001258, 'COORDS': (34.86611111, -83.64527778), 'CAUSE': 'Arson/incendiarism', 'SIZE': 160.0, 'DISC': 124, 'CONT': 125.0}]","[(34.86611111, -83.64527778)]",,1,1,0,300001258,34.86611111,-83.64527778,,"(34.86611111, -83.64527778)",,,,,,
23826,2014_418645_CAMPSITE ROAD,2014100202,Campsite Road,WF,245,H,FALSE,5/20/14 15:30,140,,0,Southern Rough,,418645,0,,,,,,29.1025,-81.1372222,STR 19-16-32 Shuntz Road & Campsite,FL,,2014,,0,0,0,0,0,0,,,6/18/14 21:00,2014_2014100202_CAMPSITE ROAD,8,,,,,,,48,,5/20/14 20:00,140,6,5/20/14 20:00,140,5/21/14 16:00,141,145,5/21/14 16:00,141,1,"[nan, nan, nan, nan, nan, nan, nan, nan]",,,0,2014_418645_CAMPSITE ROAD,[300100329],1,,140,147,['Debris and open burning'],245,"[{'ID': 300100329, 'COORDS': (29.1025, -81.1372), 'CAUSE': 'Debris and open burning', 'SIZE': 245.0, 'DISC': 140, 'CONT': 147.0}]","[(29.1025, -81.1372)]",,1,1,0,300100329,29.1025,-81.1372,,"(29.1025, -81.1372)",109777,106.0864629,53.04323146,53.04323146,-81.35922795,29.48958333
23832,2014_422250_WOODS CANYON,140156,Woods Canyon,WF,88,H,FALSE,5/21/14 12:15,141,,0,Timber (Litter and Understory),,422250,0,,,,Overgaard,,34.335,-110.9403333,"North side of Woods Canyon Lake, apx 22 miles west of Heber Overgaard, AZ",AZ,320000,2014,FS,0,0,0,0,0,0,,,5/31/14 17:00,2014_140156_WOODS CANYON,4,,,,,,6,228.5,2,5/22/14 1:45,142,85,5/23/14 1:45,143,5/22/14 1:45,142,88,5/22/14 1:45,142,1,"['FS', 'FS', 'FS', 'FS']",FS,FS,100,2014_422250_WOODS CANYON,[300002427],1,,141,149,['Recreation and ceremony'],88,"[{'ID': 300002427, 'COORDS': (34.335, -110.94027779999999), 'CAUSE': 'Recreation and ceremony', 'SIZE': 88.0, 'DISC': 141, 'CONT': 149.0}]","[(34.335, -110.94027779999999)]",,1,1,0,300002427,34.335,-110.9402778,,"(34.335, -110.94027779999999)",,,,,,
23870,2014_478972_MOCCASSIN,005159,MOCCASSIN,WF,8.5,U,FALSE,6/8/14 16:00,159,,0,Brush (2 feet),,478972,0,,,,,,37.8144444,-120.3111111,"1/2 mile south of the town of Moccasin, on HWY 49 and Jackass Creek at HWy 49",CA,50000,2014,,0,0,0,0,0,0,,,6/9/14 20:00,2014_005159_MOCCASSIN,2,,,,,,,176,,6/9/14 8:00,160,88,6/9/14 8:00,160,6/9/14 8:00,160,8.5,6/9/14 8:00,160,1,"[nan, nan]",,,0,2014_478972_MOCCASSIN,[300317789],1,,159,160,['Missing data/not specified/undetermined'],10,"[{'ID': 300317789, 'COORDS': (37.814444, -120.31111100000001), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 10.0, 'DISC': 159, 'CONT': 160.0}]","[(37.814444, -120.31111100000001)]",,1,1,0,300317789,37.814444,-120.311111,,"(37.814444, -120.31111100000001)",,,,,,
23885,2014_496060_BRODY CANYON,000059,BRODY CANYON,WF,801,L,FALSE,6/12/14 18:49,163,,0,Timber (Grass and Understory),,496060,0,,,,,,47.9527778,-118.5438889,"8 miles south and 8 miles east of Keller, WA",WA,58000,2014,FS,0,0,0,0,0,0,,,6/18/14 18:00,2014_000059_BRODY CANYON,5,,,,,,,134,,6/14/14 5:30,165,37,6/16/14 18:30,167,6/14/14 5:30,165,400.5,6/14/14 5:30,165,2,"['FS', 'FS', 'FS', 'FS', 'FS']",FS,FS,100,2014_496060_BRODY CANYON,[300028117],1,,163,168,['Natural'],805,"[{'ID': 300028117, 'COORDS': (47.95288, -118.54376), 'CAUSE': 'Natural', 'SIZE': 805.0, 'DISC': 163, 'CONT': 168.0}]","[(47.95288, -118.54376)]",,1,1,0,300028117,47.95288,-118.54376,,"(47.95288, -118.54376)",,,,,,
23912,2014_533191_CALLAGHAN,020074,CALLAGHAN,WF,399,H,FALSE,6/22/14 15:18,173,,0,Brush (2 feet),,533191,0,,,,Winnemucca,,40.9297222,-117.7175,1 mile South of Winnemucca,NV,60000,2014,FS,0,0,0,0,0,0,,,6/24/14 20:00,2014_020074_CALLAGHAN,2,,,,,,,26,,6/22/14 20:00,173,26,6/22/14 20:00,173,6/22/14 20:00,173,399,6/22/14 20:00,173,0,"['FS', 'FS']",FS,FS,100,2014_533191_CALLAGHAN,[300021805],1,,173,173,['Firearms and explosives use'],398.6,"[{'ID': 300021805, 'COORDS': (40.9282, -117.7203), 'CAUSE': 'Firearms and explosives use', 'SIZE': 398.6, 'DISC': 173, 'CONT': 173.0}]","[(40.9282, -117.7203)]",,1,1,0,300021805,40.9282,-117.7203,,"(40.9282, -117.7203)",,,,,,
23918,2014_546418_HAY CANYON,000198,HAY CANYON,WF,0,U,FALSE,6/25/14 18:28,176,,0,Brush (2 feet),,546418,0,,,,,,47.5463889,-120.4830556,"Outside of Cashmere, WA on Hay Canyon Road off of Hwy 2.",WA,150000,2014,,0,0,0,0,0,0,0,0,6/28/14 20:00,2014_000198_HAY CANYON,2,TRUE,4,,,,,112.33333333333333,,6/26/14 16:00,177,77.33333333333333,6/26/14 16:00,177,,,0,6/26/14 16:00,177,,"[nan, nan]",,,0,2014_546418_HAY CANYON,[300001216],1,,176,178,['Missing data/not specified/undetermined'],200,"[{'ID': 300001216, 'COORDS': (47.54444444, -120.48555559999998), 'CAUSE': 'Missing data/not specified/undetermined', 'SIZE': 200.0, 'DISC': 176, 'CONT': 178.0}]","[(47.54444444, -120.48555559999998)]",,1,1,0,300001216,47.54444444,-120.4855556,,"(47.54444444, -120.48555559999998)",,,,,,
23925,2014_556974_MACKS CAMP NORTH,2014180186,Macks Camp North,WF,3000,L,FALSE,6/27/14 4:45,178,,0,Short Grass (1 foot),,556974,0,,,,,,25.9897222,-80.4844444,West of L-68 and I-75 at Holiday Park Area,FL,,2014,,0,0,0,0,0,0,,,6/30/14 19:00,2014_2014180186_MACKS CAMP NORTH,3,,,,,,,18,,6/28/14 17:00,179,6,6/28/14 17:00,179,6/29/14 19:00,180,2500,6/29/14 19:00,180,2,"[nan, nan, nan]",,,0,2014_556974_MACKS CAMP NORTH,[300074731],1,['FL2599008048420140627-MACKS CAMP NORTH'],178,181,['Natural'],3000,"[{'ID': 300074731, 'MTBS_ID': 'FL2599008048420140627(MACKS CAMP NORTH)', 'COORDS': (25.9898, -80.4844), 'CAUSE': 'Natural', 'SIZE': 3000.0, 'DISC': 178, 'CONT': 181.0}]","[(25.9898, -80.4844)]",,1,1,1,300074731,25.9898,-80.4844,FL2599008048420140627(MACKS CAMP NORTH),"(25.9898, -80.4844)",110536,53.04323146,53.04323146,53.04323146,-80.57928252,26.33125
23926,2014_557047_MACKS CAMP SOUTH,2014-18-01,Macks Camp South,WF,8000,L,FALSE,6/27/14 16:00,178,,0,Short Grass (1 foot),,557047,0,,,,,,25.9902778,-80.485,Macks Fish Camp,FL,,2014,,0,0,0,0,0,0,,,6/30/14 19:00,2014_2014-18-01_MACKS CAMP SOUTH,2,,,,,,,12,,6/29/14 19:00,180,6,6/29/14 19:00,180,6/29/14 19:00,180,4000,6/29/14 19:00,180,2,"[nan, nan]",,,0,2014_557047_MACKS CAMP SOUTH,[300074732],1,,178,181,['Natural'],8000,"[{'ID': 300074732, 'COORDS': (25.9902, -80.4849), 'CAUSE': 'Natural', 'SIZE': 8000.0, 'DISC': 178, 'CONT': 181.0}]","[(25.9902, -80.4849)]",,1,1,0,300074732,25.9902,-80.4849,,"(25.9902, -80.4849)",,,,,,
23935,2014_569808_CALDWELL,000327,Caldwell,WF,11,L,FALSE,7/1/14 22:34,182,,0,Brush (2 feet),,569808,0,,,,,,41.72,-121.4886111,Approximately 1 mile east of Lava Beds Headquarters,CA,50000,2014,FS,0,0,0,0,0,0,,,7/3/14 20:00,2014_000327_CALDWELL,3,,,42,11,22,,55,,7/2/14 8:00,183,31,7/2/14 20:00,183,7/2/14 8:00,183,11,7/2/14 8:00,183,1,"['FS', 'FS', 'FS']",FS,FS,100,2014_569808_CALDWELL,[300010239],1,,182,194,['Natural'],11,"[{'ID': 300010239, 'COORDS': (41.72, -121.4886), 'CAUSE': 'Natural', 'SIZE': 11.0, 'DISC': 182, 'CONT': 194.0}]","[(41.72, -121.4886)]",,1,1,0,300010239,41.72,-121.4886,,"(41.72, -121.4886)",,,,,,
23954,2014_579438_CAMP CREEK,000219,CAMP CREEK,WF,3078,L,FALSE,7/3/14 16:37,184,,0,Short Grass (1 foot),Wildfire,579438,0,,,,Shaniko,,44.865,-120.7136111,2 mi South of Shaniko,OR,15000,2014,FS,0,0,0,0,0,0,,,7/8/14 20:00,2014_000219_CAMP CREEK,3,,,5,,4,3,63.333333333333336,3,7/4/14 9:00,185,37.75,7/4/14 9:00,185,7/4/14 18:30,185,2500,7/4/14 9:00,185,1,"['FS', 'FS', 'FS']",FS,FS,100,2014_579438_CAMP CREEK,[300024350],1,['OR4486512071420140703-CAMP CREEK'],184,209,['Natural'],3202,"[{'ID': 300024350, 'MTBS_ID': 'OR4486512071420140703(CAMP CREEK)', 'COORDS': (44.865, -120.708), 'CAUSE': 'Natural', 'SIZE': 3202.0, 'DISC': 184, 'CONT': 209.0}]","[(44.865, -120.708)]",,1,1,1,300024350,44.865,-120.708,OR4486512071420140703(CAMP CREEK),"(44.865, -120.708)",110669,2068.6860269999997,344.7810045,1060.864629,-120.7069951,44.86041666
23968,2014_588932_EAST  EUCALYPTUS,2014160416,East  Eucalyptus,WF,252.6,L,FALSE,7/3/14 12:30,184,,0,Southern Rough,wildfire,588932,0,,,,,,27.017777799999998,-81.3127778,App. 7 miles North Of Palmdale,FL,,2014,,0,0,0,0,0,0,,,7/7/14 15:00,2014_2014160416_EAST  EUCALYPTUS,3,,,,,,,3,,7/3/14 19:00,184,1,7/3/14 19:00,184,7/6/14 18:00,187,145,7/3/14 19:00,184,3,"[nan, nan, nan]",,,0,2014_588932_EAST  EUCALYPTUS,[300074814],1,,184,184,['Natural'],252.6,"[{'ID': 300074814, 'COORDS': (27.0177, -81.3129), 'CAUSE': 'Natural', 'SIZE': 252.6, 'DISC': 184, 'CONT': 184.0}]","[(27.0177, -81.3129)]",,1,1,0,300074814,27.0177,-81.3129,,"(27.0177, -81.3129)",,,,,,
23971,2014_590661_CASSEL 2,006027,CASSEL 2,WF,75,U,FALSE,7/5/14 20:40,186,,0,,,590661,0,,,,Cassel,,40.95,-121.5777778,Cassel Rd/Thrush Rd,CA,5636500,2014,FS,0,0,0,0,0,0,,,7/8/14 20:00,2014_006027_CASSEL 2,6,TRUE,2,1,,1,9,483.6666666666667,8,7/6/14 20:00,187,140.5,7/6/14 20:00,187,7/6/14 20:00,187,75,7/6/14 20:00,187,1,"['MMS', 'FS', 'FS', 'FS', 'FS', 'FS']",MMS,FS,83.33333333333334,2014_590661_CASSEL 2,[300340275],1,,186,186,['Firearms and explosives use'],60,"[{'ID': 300340275, 'COORDS': (40.95135, -121.5736), 'CAUSE': 'Firearms and explosives use', 'SIZE': 60.0, 'DISC': 186, 'CONT': 186.0}]","[(40.95135, -121.5736)]",,1,1,0,300340275,40.95135,-121.5736,,"(40.95135, -121.5736)",,,,,,
23985,2014_603061_MILLS CANYON,000267,MILLS CANYON,WF,22571,U,FALSE,7/8/14 13:55,189,,0,Timber (Grass and Understory),,603061,0,,,,Entiat,,47.6627778,-120.2897222,"Directly adjacent to Entiat, WA -- zero miles from city proper.",WA,9118248,2014,FS,3,0,0,3,0,0,,,8/4/14 21:00,2014_000267_MILLS CANYON,28,,,571,,571,55,4177.882539682541,8.5,7/14/14 19:00,195,504.9444444444445,7/13/14 19:00,194,7/12/14 19:00,193,21823,7/12/14 19:00,193,4,"[nan, 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS', 'FS']",,FS,96.42857142857143,2014_603061_MILLS CANYON,[300028679],1,['WA4766312029020140708-MILLS CANYON'],189,255,['Other causes'],22001,"[{'ID': 300028679, 'MTBS_ID': 'WA4766312029020140708(MILLS CANYON)', 'COORDS': (47.6626, -120.2906), 'CAUSE': 'Other causes', 'SIZE': 22001.0, 'DISC': 189, 'CONT': 255.0}]","[(47.6626, -120.2906)]",,1,1,1,300028679,47.6626,-120.2906,WA4766312029020140708(MILLS CANYON),"(47.6626, -120.2906)",110615,18459.04455,1025.502475,9335.608737999999,-120.3513393,47.68125
